Date,Trade,Weekday,Hour,Direction,EMA,SL,Pullback,TP,Extra,BOS/CH,30M Leg,Hours Until News,News Event
2025-08-28,#2,Thursday,11,Sell,Buy,6.9,2.7,14,,CH,Above L,4,Unemployments Claims
2025-08-28,#3,Thursday,11,Sell,Sell,3.0,3.0,,,BOS,Above L,4,Unemployments Claims
2025-08-28,#4,Thursday,12,Buy,Buy,2.8,0.3,18,,BOS,Above L,3,Unemployments Claims
2025-08-28,#5,Thursday,14,Sell,Buy,4.2,4.2,,,CH,Above H,1,Unemployments Claims
2025-08-28,#6,Thursday,15,Buy,Buy,10.9,5.3,16,,CH,Above H,,
2025-08-28,#7,Thursday,15,Buy,Buy,10.3,10.3,,,CH,Above H,,
2025-08-28,#8,Thursday,16,Sell,Sell,4.8,4.8,,,BOS,Below H,,
2025-08-28,#9,Thursday,18,Buy,Sell,8.6,5.9,30,,CH,Above H,,
2025-08-29,#1,Friday,10,Buy,Sell,4.0,2.0,25,,CH,Below H,5,Core PCE
2025-08-29,#2,Friday,12,Buy,Buy,5.9,1.1,6,,BOS,Below H,3,Core PCE
2025-08-29,#3,Friday,14,Sell,Sell,3.9,2.1,13,,BOS,Below H,1,Core PCE
2025-08-29,#4,Friday,14,Sell,Sell,2.3,2.3,12,0.4,BOS,Below H,1,Core PCE
2025-08-29,#5,Friday,16,Buy,Sell,7.9,4.3,48,,BOS,Above L,,
2025-09-01,#1,Monday,10,Buy,Buy,3.4,3.4,,,CH,Above H,,
2025-09-01,#2,Monday,10,Sell,Buy,5.7,5.7,,,BOS,Above H,,
2025-09-01,#3,Monday,11,Buy,Buy,5.1,4.4,15,,CH,Above H,,
2025-09-01,#4,Monday,13,Buy,Sell,2.6,0.5,10,,BOS,Below H,,
2025-09-01,#5,Monday,15,Sell,Sell,1.4,1.2,8,,BOS,Below L,,
2025-09-01,#6,Monday,16,Sell,Sell,2.0,2.0,,,CH,Below L,,
2025-09-01,#7,Monday,16,Buy,Sell,6.2,6.2,,,CH,Below L,,
2025-09-01,#8,Monday,18,Sell,Sell,2.0,0.9,8,,BOS,Below L,,
2025-09-01,#9,Monday,18,Sell,Sell,4.0,1.5,5,,BOS,Below L,,
2025-09-01,#10,Monday,18,Sell,Sell,2.6,2.6,,,BOS,Below L,,
2025-09-02,#1,Tuesday,11,Sell,Sell,2.3,2.3,35,5.4,BOS,Below L,6,PMI
2025-09-02,#2,Tuesday,11,Buy,Sell,11.1,11.1,,,CH,Below L,6,PMI
2025-09-02,#3,Tuesday,15,Sell,Buy,7.0,4.2,35,,CH,Below L,2,PMI
2025-09-02,#4,Tuesday,16,Sell,Buy,8.5,8.5,,,BOS,Above L,1,PMI
2025-09-03,#1,Wednesday,12,Buy,Buy,4.6,4.6,,,BOS,Above L,4,Monetary Policy
2025-09-03,#2,Wednesday,13,Sell,Sell,3.9,3.9,,,BOS,Above L,3,Monetary Policy
2025-09-03,#3,Wednesday,15,Buy,Buy,3.3,1.1,6,,BOS,Above L,1,Monetary Policy
2025-09-03,#4,Wednesday,16,Sell,Sell,7.5,7.5,6,,BOS,Above L,1,JOLTS
2025-09-03,#5,Wednesday,18,Buy,Buy,6.5,6.5,,,BOS,Above L,,
2025-09-04,#1,Thursday,10,Buy,Sell,3.0,3.0,,,CH,Above L,5,ADP Non Farm
2025-09-04,#2,Thursday,10,Sell,Sell,5.7,5.7,13,1.5,CH,Above L,5,ADP Non Farm
2025-09-04,#3,Thursday,13,Sell,Sell,1.6,1.6,,,BOS,Above L,2,ADP Non Farm
2025-09-04,#4,Thursday,13,Buy,Buy,3.5,3.5,,,BOS,Above L,2,ADP Non Farm
2025-09-04,#5,Thursday,14,Sell,Sell,3.9,3.9,,,BOS,Above L,1,ADP Non Farm
2025-09-04,#6,Thursday,15,Buy,Sell,5.3,5.3,10,,CH,Above L,1,Unemployments Claims
2025-09-04,#7,Thursday,16,Sell,Sell,11.9,1.5,14,,CH,Above L,1,ISM
2025-09-05,#1,Friday,11,Buy,Buy,2.4,2.0,24,,BOS,Above L,4,Unemployments Claims
2025-09-05,#2,Friday,15,Sell,Buy,4.0,4.0,,,CH,Above H,1,Unemployments Claims
2025-09-05,#3,Friday,17,Sell,Buy,14.2,3.0,22,,CH,Above H,,
2025-09-08,#1,Monday,10,Buy,Buy,6.8,1.6,15,,CH,Above H,,
2025-09-08,#2,Monday,10,Buy,Buy,6.5,1.4,12,,BOS,Above H,,
2025-09-08,#3,Monday,11,Buy,Buy,1.8,1.8,,,BOS,Above H,,
2025-09-08,#4,Monday,12,Sell,Buy,8.6,3.7,9,,CH,Above H,,
2025-09-08,#5,Monday,12,Sell,Sell,7.7,7.7,,,BOS,Above H,,
2025-09-08,#6,Monday,13,Sell,Sell,3.7,3.7,,,BOS,Above H,,
2025-09-08,#7,Monday,14,Buy,Buy,5.1,5.1,,,CH,Above H,,
2025-09-08,#8,Monday,14,Buy,Buy,5.0,5.0,,,CH,Above H,,
2025-09-08,#9,Monday,15,Sell,Buy,8.8,2.7,6,,CH,Above H,,
2025-09-08,#10,Monday,15,Sell,Buy,4.4,4.4,,,CH,Above H,,
2025-09-08,#11,Monday,16,Buy,Buy,2.5,2.5,5,,BOS,Above H,,
2025-09-08,#12,Monday,18,Sell,Buy,4.6,4.6,,,BOS,Above H,,
2025-09-08,#13,Monday,18,Buy,Buy,6.4,6.4,,,CH,Above H,,
2025-09-09,#1,Tuesday,11,Sell,Sell,6.6,6.6,,,BOS,Below H,,
2025-09-09,#2,Tuesday,11,Buy,Sell,7.1,2.6,14,,BOS,Below H,,
2025-09-09,#3,Tuesday,12,Buy,Buy,3.7,3.7,,,BOS,Above H,,
2025-09-09,#4,Tuesday,14,Sell,Sell,2.5,,23,,BOS,Below H,,
2025-09-09,#5,Tuesday,16,Sell,Sell,3.5,3.5,,,BOS,Below H,,
2025-09-09,#6,Tuesday,16,Buy,Buy,4.9,4.9,,,BOS,Below H,,
2025-09-10,#1,Wednesday,12,Sell,Buy,6.2,6.2,,1.4,CH,Above L,3,PPI
2025-09-10,#2,Wednesday,15,Buy,Sell,11.1,0.8,36,,CH,Above L,,
2025-09-10,#3,Wednesday,15,Buy,Sell,5.8,1.4,33,,BOS,Above L,,
2025-09-10,#4,Wednesday,17,Buy,Buy,7.6,0.5,7,,BOS,Above H,,
2025-09-11,#1,Thursday,15,Sell,Buy,3.5,3.5,,,BOS,Above L,1,Unemployments Claims
2025-09-11,#2,Thursday,17,Buy,Buy,13.8,2.0,16,,BOS,Above L,,
2025-09-11,#3,Thursday,18,Buy,Buy,6.5,2.0,7,,BOS,Above L,,
